"Division, Sub-Ddivision
Group","Class,Descriptions",Class Description,ISIC-P,ISIC Description,UID,ANZSIC CODE,Level,Division,Sub-Ddivision,Group,Class,Code,Description,ISIC Description,ISIC,ISIC-P,#ANZSIC,"PARENT #ANZSIC",#ISIC,Used For Concordance ,"Matches to 
Concordance
(ANZIC to ISIC)","Matches to 
Concordance
(ISIC to ANZIC)",Matched to NETVIEW,Match ISIC for description,Comments,,,,"#ANZSIC
Codes
Unique",Code
,,,8211,Combined office administrative service activities,F7.1240,No,4,N,72,729,7291,7291,Office Administrative Services, Combined office administrative service activities ,8211,..,ANZSIC-7291,ANZSIC-729,ISIC-8211,Yes,4,1,4,Combined office administrative service activities,,,,,,
,,,8219p,"Photocopying, document preparation and other specialized office support activities",F7.1241,No,4,N,72,729,7291,7291,Office Administrative Services," Photocopying, document preparation and other specialized office support activities ",8219,p,ANZSIC-7291,ANZSIC-729,ISIC-8219,Yes,4,3,4,"Photocopying, document preparation and other specialized office support activities",,,,,,
,,,8299p,Other business support service activities n.e.c.,F7.1242,No,4,N,72,729,7291,7291,Office Administrative Services, Other business support service activities n.e.c. ,8299,p,ANZSIC-7291,ANZSIC-729,ISIC-8299,Yes,4,5,4,Other business support service activities n.e.c.,,,,,,
,7292,Document Preparation Services,8219p,"Photocopying, document preparation and other specialized office support activities",F7.1243,Yes,4,N,72,729,7292,7292,Document Preparation Services," Photocopying, document preparation and other specialized office support activities ",8219,p,ANZSIC-7292,ANZSIC-729,ISIC-8219,Yes,2,3,2,"Photocopying, document preparation and other specialized office support activities",,,,,,
,,,8299p,Other business support service activities n.e.c.,F7.1244,No,4,N,72,729,7292,7292,Document Preparation Services, Other business support service activities n.e.c. ,8299,p,ANZSIC-7292,ANZSIC-729,ISIC-8299,Yes,2,5,2,Other business support service activities n.e.c.,,,,,,
,7293,Credit Reporting and Debt Collection Services,8291,Activities of collection agencies and credit bureaus,F7.1245,Yes,4,N,72,729,7293,7293,Credit Reporting and Debt Collection Services, Activities of collection agencies and credit bureaus ,8291,..,ANZSIC-7293,ANZSIC-729,ISIC-8291,Yes,2,1,2,Activities of collection agencies and credit bureaus,,,,,,
,,,8299p,Other business support service activities n.e.c.,F7.1246,No,4,N,72,729,7293,7293,Credit Reporting and Debt Collection Services, Other business support service activities n.e.c. ,8299,p,ANZSIC-7293,ANZSIC-729,ISIC-8299,Yes,2,5,2,Other business support service activities n.e.c.,,,,,,
,7294,Call Centre Operation,8220,Activities of call centres,F7.1247,Yes,4,N,72,729,7294,7294,Call Centre Operation, Activities of call centres ,8220,..,ANZSIC-7294,ANZSIC-729,ISIC-8220,Yes,1,1,1,Activities of call centres,,,,,,
,7299,Other Administrative Services n.e.c.,7911p,Travel agency activities,F7.1248,Yes,4,N,72,729,7299,7299,Other Administrative Services n.e.c., Travel agency activities ,7911,p,ANZSIC-7299,ANZSIC-729,ISIC-7911,Yes,8,2,8,Travel agency activities,,,,,,
,,,7912p,Tour operator activities,F7.1249,No,4,N,72,729,7299,7299,Other Administrative Services n.e.c., Tour operator activities ,7912,p,ANZSIC-7299,ANZSIC-729,ISIC-7912,Yes,8,2,8,Tour operator activities,,,,,,
,,,7990p,Other reservation service and related activities,F7.1250,No,4,N,72,729,7299,7299,Other Administrative Services n.e.c., Other reservation service and related activities ,7990,p,ANZSIC-7299,ANZSIC-729,ISIC-7990,Yes,8,2,8,Other reservation service and related activities,,,,,,
,,,8230,Organization of conventions and trade shows,F7.1251,No,4,N,72,729,7299,7299,Other Administrative Services n.e.c., Organization of conventions and trade shows ,8230,..,ANZSIC-7299,ANZSIC-729,ISIC-8230,Yes,8,1,8,Organization of conventions and trade shows,,,,,,
,,,8299p,Other business support service activities n.e.c.,F7.1252,No,4,N,72,729,7299,7299,Other Administrative Services n.e.c., Other business support service activities n.e.c. ,8299,p,ANZSIC-7299,ANZSIC-729,ISIC-8299,Yes,8,5,8,Other business support service activities n.e.c.,,,,,,
,,,9000p,"Creative, arts and entertainment activities",F7.1253,No,4,N,72,729,7299,7299,Other Administrative Services n.e.c.," Creative, arts and entertainment activities ",9000,p,ANZSIC-7299,ANZSIC-729,ISIC-9000,Yes,8,5,8,"Creative, arts and entertainment activities",,,,,,
,,,9319p,Other sports activities,F7.1254,No,4,N,72,729,7299,7299,Other Administrative Services n.e.c., Other sports activities ,9319,p,ANZSIC-7299,ANZSIC-729,ISIC-9319,Yes,8,6,8,Other sports activities,,,,,,
,,,9329p,Other amusement and recreation activities n.e.c.,F7.1255,No,4,N,72,729,7299,7299,Other Administrative Services n.e.c., Other amusement and recreation activities n.e.c. ,9329,p,ANZSIC-7299,ANZSIC-729,ISIC-9329,Yes,8,3,8,Other amusement and recreation activities n.e.c.,,,,,,
73,"Building Cleaning, Pest Control and Other Support Services",,,,F7.1256,Yes,2,N,73,..,..,73,"Building Cleaning, Pest Control and Other Support Services", .. ,..,..,ANZSIC-73,ANZSIC-N,..,No,..,..,1,..,,,,,,
731,"Building Cleaning, Pest Control and Gardening Services",,,,F7.1257,Yes,3,N,73,731,..,731,"Building Cleaning, Pest Control and Gardening Services", .. ,..,..,ANZSIC-731,ANZSIC-73,..,No,..,..,1,..,,,,,,
,7311,Building and Other Industrial Cleaning Services,4330p,Building completion and finishing,F7.1258,Yes,4,N,73,731,7311,7311,Building and Other Industrial Cleaning Services, Building completion and finishing ,4330,p,ANZSIC-7311,ANZSIC-731,ISIC-4330,Yes,3,11,3,Building completion and finishing,,,,,,
,,,8121,General cleaning of buildings,F7.1259,No,4,N,73,731,7311,7311,Building and Other Industrial Cleaning Services, General cleaning of buildings ,8121,..,ANZSIC-7311,ANZSIC-731,ISIC-8121,Yes,3,1,3,General cleaning of buildings,,,,,,
,,,8129p,Other building and industrial cleaning activities,F7.1260,No,4,N,73,731,7311,7311,Building and Other Industrial Cleaning Services, Other building and industrial cleaning activities ,8129,p,ANZSIC-7311,ANZSIC-731,ISIC-8129,Yes,3,2,3,Other building and industrial cleaning activities,,,,,,
,7312,Building Pest Control Services,8129p,Other building and industrial cleaning activities,F7.1261,Yes,4,N,73,731,7312,7312,Building Pest Control Services, Other building and industrial cleaning activities ,8129,p,ANZSIC-7312,ANZSIC-731,ISIC-8129,Yes,1,2,1,Other building and industrial cleaning activities,,,,,,
,7313,Gardening Services,8130p,Landscape care and maintenance service activities,F7.1262,Yes,4,N,73,731,7313,7313,Gardening Services, Landscape care and maintenance service activities ,8130,p,ANZSIC-7313,ANZSIC-731,ISIC-8130,Yes,1,2,1,Landscape care and maintenance service activities,,,,,,
732,Packaging Services,,,,F7.1263,Yes,3,N,73,732,..,732,Packaging Services, .. ,..,..,ANZSIC-732,ANZSIC-73,..,No,..,..,1,..,,,,,,
,7320,Packaging Services,8292,Packaging activities,F7.1264,Yes,4,N,73,732,7320,7320,Packaging Services, Packaging activities ,8292,..,ANZSIC-7320,ANZSIC-732,ISIC-8292,Yes,1,1,1,Packaging activities,,,,,,
,,,,,F7.1265,No,..,..,..,..,..,..,.., .. ,..,..,..,..,..,No,..,..,..,..,,,,,,
O,Public Administration and Safety,,,,F7.1266,Yes,1,O,..,..,..,O,Public Administration and Safety, .. ,..,..,ANZSIC-O,ANZSIC,..,No,..,..,1,..,,,,,,
75,Public Administration,,,,F7.1267,Yes,2,O,75,..,..,75,Public Administration, .. ,..,..,ANZSIC-75,ANZSIC-O,..,No,..,..,1,..,,,,,,
751,Central Government Administration,,,,F7.1268,Yes,3,O,75,751,..,751,Central Government Administration, .. ,..,..,ANZSIC-751,ANZSIC-75,..,No,..,..,1,..,,,,,,
,7510,Central Government Administration,8411p,General public administration activities,F7.1269,Yes,4,O,75,751,7510,7510,Central Government Administration, General public administration activities ,8411,p,ANZSIC-7510,ANZSIC-751,ISIC-8411,Yes,5,4,5,General public administration activities,,,,,,
,,,8412p,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",F7.1270,No,4,O,75,751,7510,7510,Central Government Administration," Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security ",8412,p,ANZSIC-7510,ANZSIC-751,ISIC-8412,Yes,5,4,5,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",,,,,,
,,,8413p,Regulation of and contribution to more efficient operation of businesses,F7.1271,No,4,O,75,751,7510,7510,Central Government Administration, Regulation of and contribution to more efficient operation of businesses ,8413,p,ANZSIC-7510,ANZSIC-751,ISIC-8413,Yes,5,4,5,Regulation of and contribution to more efficient operation of businesses,,,,,,
,,,8421p,Foreign affairs,F7.1272,No,4,O,75,751,7510,7510,Central Government Administration, Foreign affairs ,8421,p,ANZSIC-7510,ANZSIC-751,ISIC-8421,Yes,5,3,5,Foreign affairs,,,,,,
,,,8430p,Compulsory social security activities,F7.1273,No,4,O,75,751,7510,7510,Central Government Administration, Compulsory social security activities ,8430,p,ANZSIC-7510,ANZSIC-751,ISIC-8430,Yes,5,2,5,Compulsory social security activities,,,,,,
752,State Government Administration,,,,F7.1274,Yes,3,O,75,752,..,752,State Government Administration, .. ,..,..,ANZSIC-752,ANZSIC-75,..,No,..,..,1,..,,,,,,
,7520,State Government Administration,8411p,General public administration activities,F7.1275,Yes,4,O,75,752,7520,7520,State Government Administration, General public administration activities ,8411,p,ANZSIC-7520,ANZSIC-752,ISIC-8411,Yes,3,4,3,General public administration activities,,,,,,
,,,8412p,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",F7.1276,No,4,O,75,752,7520,7520,State Government Administration," Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security ",8412,p,ANZSIC-7520,ANZSIC-752,ISIC-8412,Yes,3,4,3,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",,,,,,
,,,8413p,Regulation of and contribution to more efficient operation of businesses,F7.1277,No,4,O,75,752,7520,7520,State Government Administration, Regulation of and contribution to more efficient operation of businesses ,8413,p,ANZSIC-7520,ANZSIC-752,ISIC-8413,Yes,3,4,3,Regulation of and contribution to more efficient operation of businesses,,,,,,
753,Local Government Administration,,,,F7.1278,Yes,3,O,75,753,..,753,Local Government Administration, .. ,..,..,ANZSIC-753,ANZSIC-75,..,No,..,..,1,..,,,,,,
,7530,Local Government Administration,8411p,General public administration activities,F7.1279,Yes,4,O,75,753,7530,7530,Local Government Administration, General public administration activities ,8411,p,ANZSIC-7530,ANZSIC-753,ISIC-8411,Yes,3,4,3,General public administration activities,,,,,,
,,,8412p,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",F7.1280,No,4,O,75,753,7530,7530,Local Government Administration," Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security ",8412,p,ANZSIC-7530,ANZSIC-753,ISIC-8412,Yes,3,4,3,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",,,,,,
,,,8413p,Regulation of and contribution to more efficient operation of businesses,F7.1281,No,4,O,75,753,7530,7530,Local Government Administration, Regulation of and contribution to more efficient operation of businesses ,8413,p,ANZSIC-7530,ANZSIC-753,ISIC-8413,Yes,3,4,3,Regulation of and contribution to more efficient operation of businesses,,,,,,
754,Justice,,,,F7.1282,Yes,3,O,75,754,..,754,Justice, .. ,..,..,ANZSIC-754,ANZSIC-75,..,No,..,..,1,..,,,,,,
,7540,Justice,8423p,Public order and safety activities,F7.1283,Yes,4,O,75,754,7540,7540,Justice, Public order and safety activities ,8423,p,ANZSIC-7540,ANZSIC-754,ISIC-8423,Yes,1,6,1,Public order and safety activities,,,,,,
755,Government Representation,,,,F7.1284,Yes,3,O,75,755,..,755,Government Representation, .. ,..,..,ANZSIC-755,ANZSIC-75,..,No,..,..,1,..,,,,,,
,7551,Domestic Government Representation,8421p,Foreign affairs,F7.1285,Yes,4,O,75,755,7551,7551,Domestic Government Representation, Foreign affairs ,8421,p,ANZSIC-7551,ANZSIC-755,ISIC-8421,Yes,1,3,1,Foreign affairs,,,,,,
,7552,Foreign Government Representation,9900,Activities of extraterritorial organizations and bodies,F7.1286,Yes,4,O,75,755,7552,7552,Foreign Government Representation, Activities of extraterritorial organizations and bodies ,9900,..,ANZSIC-7552,ANZSIC-755,ISIC-9900,Yes,1,1,1,Activities of extraterritorial organizations and bodies,,,,,,
76,Defence,,,,F7.1287,Yes,2,O,76,..,..,76,Defence, .. ,..,..,ANZSIC-76,ANZSIC-O,..,No,..,..,1,..,,,,,,
760,Defence,,,,F7.1288,Yes,3,O,76,760,..,760,Defence, .. ,..,..,ANZSIC-760,ANZSIC-76,..,No,..,..,1,..,,,,,,
,7600,Defence,8421p,Foreign affairs,F7.1289,Yes,4,O,76,760,7600,7600,Defence, Foreign affairs ,8421,p,ANZSIC-7600,ANZSIC-760,ISIC-8421,Yes,3,3,3,Foreign affairs,,,,,,
,,,8422,Defence activities,F7.1290,No,4,O,76,760,7600,7600,Defence, Defence activities ,8422,..,ANZSIC-7600,ANZSIC-760,ISIC-8422,Yes,3,1,3,Defence activities,,,,,,
,,,8423p,Public order and safety activities,F7.1291,No,4,O,76,760,7600,7600,Defence, Public order and safety activities ,8423,p,ANZSIC-7600,ANZSIC-760,ISIC-8423,Yes,3,6,3,Public order and safety activities,,,,,,
77,"Public Order, Safety and Regulatory Services",,,,F7.1292,Yes,2,O,77,..,..,77,"Public Order, Safety and Regulatory Services", .. ,..,..,ANZSIC-77,ANZSIC-O,..,No,..,..,1,..,,,,,,
771,Public Order and Safety Services,,,,F7.1293,Yes,3,O,77,771,..,771,Public Order and Safety Services, .. ,..,..,ANZSIC-771,ANZSIC-77,..,No,..,..,1,..,,,,,,
,7711,Police Services,8423p,Public order and safety activities,F7.1294,Yes,4,O,77,771,7711,7711,Police Services, Public order and safety activities ,8423,p,ANZSIC-7711,ANZSIC-771,ISIC-8423,Yes,1,6,1,Public order and safety activities,,,,,,
,7712,Investigation and Security Services,3211p,Manufacture of jewellery and related articles,F7.1295,Yes,4,O,77,771,7712,7712,Investigation and Security Services, Manufacture of jewellery and related articles ,3211,p,ANZSIC-7712,ANZSIC-771,ISIC-3211,Yes,5,2,5,Manufacture of jewellery and related articles,28/10/19:  Suspect error in base mapping table,,,,,
,,,8010,Private security activities,F7.1296,No,4,O,77,771,7712,7712,Investigation and Security Services, Private security activities ,8010,..,ANZSIC-7712,ANZSIC-771,ISIC-8010,Yes,5,1,5,Private security activities,,,,,,
,,,8020,Security systems service activities,F7.1297,No,4,O,77,771,7712,7712,Investigation and Security Services, Security systems service activities ,8020,..,ANZSIC-7712,ANZSIC-771,ISIC-8020,Yes,5,1,5,Security systems service activities,,,,,,
,,,8030,Investigation activities,F7.1298,No,4,O,77,771,7712,7712,Investigation and Security Services, Investigation activities ,8030,..,ANZSIC-7712,ANZSIC-771,ISIC-8030,Yes,5,1,5,Investigation activities,,,,,,
,,,9529p,Repair of other personal and household goods,F7.1299,No,4,O,77,771,7712,7712,Investigation and Security Services, Repair of other personal and household goods ,9529,p,ANZSIC-7712,ANZSIC-771,ISIC-9529,Yes,5,3,5,Repair of other personal and household goods,,,,,,
,7713,Fire Protection and Other Emergency Services,0240p,Support services to forestry,F7.1300,Yes,4,O,77,771,7713,7713,Fire Protection and Other Emergency Services, Support services to forestry ,0240,p,ANZSIC-7713,ANZSIC-771,ISIC-0240,Yes,4,3,4,Support services to forestry,,,,,,
,,,0910p,Support activities for petroleum and natural gas extraction,F7.1301,No,4,O,77,771,7713,7713,Fire Protection and Other Emergency Services, Support activities for petroleum and natural gas extraction ,0910,p,ANZSIC-7713,ANZSIC-771,ISIC-0910,Yes,4,5,4,Support activities for petroleum and natural gas extraction,,,,,,
,,,5223p,Service activities incidental to air transportation,F7.1302,No,4,O,77,771,7713,7713,Fire Protection and Other Emergency Services, Service activities incidental to air transportation ,5223,p,ANZSIC-7713,ANZSIC-771,ISIC-5223,Yes,4,3,4,Service activities incidental to air transportation,,,,,,
,,,8423p,Public order and safety activities,F7.1303,No,4,O,77,771,7713,7713,Fire Protection and Other Emergency Services, Public order and safety activities ,8423,p,ANZSIC-7713,ANZSIC-771,ISIC-8423,Yes,4,6,4,Public order and safety activities,,,,,,
,7714,Correctional and Detention Services,8423p,Public order and safety activities,F7.1304,Yes,4,O,77,771,7714,7714,Correctional and Detention Services, Public order and safety activities ,8423,p,ANZSIC-7714,ANZSIC-771,ISIC-8423,Yes,2,6,2,Public order and safety activities,,,,,,
,,,8790p,Other residential care activities,F7.1305,No,4,O,77,771,7714,7714,Correctional and Detention Services, Other residential care activities ,8790,p,ANZSIC-7714,ANZSIC-771,ISIC-8790,Yes,2,2,2,Other residential care activities,,,,,,
,7719,Other Public Order and Safety Services ,8423p,Public order and safety activities,F7.1306,Yes,4,O,77,771,7719,7719,Other Public Order and Safety Services , Public order and safety activities ,8423,p,ANZSIC-7719,ANZSIC-771,ISIC-8423,Yes,1,6,1,Public order and safety activities,,,,,,
772,Regulatory Services,,,,F7.1307,Yes,3,O,77,772,..,772,Regulatory Services, .. ,..,..,ANZSIC-772,ANZSIC-77,..,No,..,..,1,..,,,,,,
,7720,Regulatory Services,7120p,Technical testing and analysis,F7.1308,Yes,4,O,77,772,7720,7720,Regulatory Services, Technical testing and analysis ,7120,p,ANZSIC-7720,ANZSIC-772,ISIC-7120,Yes,3,2,3,Technical testing and analysis,,,,,,
,,,8412p,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",F7.1309,No,4,O,77,772,7720,7720,Regulatory Services," Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security ",8412,p,ANZSIC-7720,ANZSIC-772,ISIC-8412,Yes,3,4,3,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",,,,,,
